"network","station_id","winter_year","month","n_days","mean_temp_c","mean_daily_min_c","mean_daily_max_c","min_temp_c","total_precip_mm","warm_fail","short","station_name","elevation_m"
"BCWS","406",2015,12,31,-4.2,-6.29,-1.55,-18.6,58.4,FALSE,FALSE,"SLOCAN",1230
"BCWS","406",2016,12,31,-4.6,-6.19,-2.3,-12.8,57.8,FALSE,FALSE,"SLOCAN",1230
"BCWS","404",1999,1,31,-1.51,-3.52,0.97,-10.9,102,FALSE,FALSE,"SMALLWOOD",997
"BCWS","404",1999,2,28,-1.06,-3.52,2.11,-7.4,97.5,FALSE,FALSE,"SMALLWOOD",997
"BCWS","404",1999,12,31,-4.19,-6.16,-1.93,-20,167.9,FALSE,FALSE,"SMALLWOOD",997
"BCWS","404",2000,1,31,-3.87,-5.98,-0.98,-11.1,38.7,FALSE,FALSE,"SMALLWOOD",997
"BCWS","404",2000,2,29,-1.11,-3.86,2.61,-8.5,70.5,FALSE,FALSE,"SMALLWOOD",997
"BCWS","404",2000,12,31,-2.34,-4.03,-0.44,-8.5,77.1,FALSE,FALSE,"SMALLWOOD",997
"BCWS","404",2001,1,31,-3.34,-5.12,-0.86,-9.5,28.3,FALSE,FALSE,"SMALLWOOD",997
"BCWS","404",2001,2,28,-3.2,-6.39,1.03,-14.1,33.7,FALSE,FALSE,"SMALLWOOD",997
"BCWS","404",2001,12,31,-5.2,-7.28,-2.72,-17.4,24.1,FALSE,FALSE,"SMALLWOOD",997
"BCWS","404",2002,1,31,-3.3,-5.45,-0.76,-11.7,90.3,FALSE,FALSE,"SMALLWOOD",997
"BCWS","404",2002,2,28,-1.83,-4.85,1.86,-12.8,88.8,FALSE,FALSE,"SMALLWOOD",997
"BCWS","404",2002,12,31,-3.9,-5.7,-2,-9.2,81.4,FALSE,FALSE,"SMALLWOOD",997
"BCWS","404",2003,1,31,-1.95,-3.46,-0.1,-8.1,120.4,FALSE,FALSE,"SMALLWOOD",997
"BCWS","404",2003,2,28,-1.52,-4.58,2.76,-11.5,40.2,FALSE,FALSE,"SMALLWOOD",997
"BCWS","404",2003,12,31,-1.53,-2.76,0.11,-6.8,97.5,FALSE,FALSE,"SMALLWOOD",997
"BCWS","404",2004,1,31,-4.13,-5.99,-1.57,-22.6,83.1,FALSE,FALSE,"SMALLWOOD",997
"BCWS","404",2004,2,29,-1.16,-3.87,3.49,-9,37.8,FALSE,FALSE,"SMALLWOOD",997
"BCWS","404",2004,12,31,-3.56,-5.58,-0.82,-13,52.3,FALSE,FALSE,"SMALLWOOD",997
"BCWS","404",2005,1,31,-4.3,-6.29,-1.77,-21.2,61.3,FALSE,FALSE,"SMALLWOOD",997
"BCWS","404",2005,2,28,-0.96,-4.86,4.51,-10.6,10.4,FALSE,FALSE,"SMALLWOOD",997
"BCWS","404",2005,12,31,-1.72,-3.37,0.25,-8.6,68.5,FALSE,FALSE,"SMALLWOOD",997
"BCWS","404",2006,1,31,-0.56,-1.86,1.23,-6,168.1,FALSE,FALSE,"SMALLWOOD",997
"BCWS","404",2006,2,28,-3.02,-6.53,1.49,-17.7,62.7,FALSE,FALSE,"SMALLWOOD",997
"BCWS","404",2006,12,31,-4.45,-6.16,-1.75,-13.4,83.5,FALSE,FALSE,"SMALLWOOD",997
"BCWS","404",2007,1,31,-5.5,-7.9,-2.36,-17,65.6,FALSE,FALSE,"SMALLWOOD",997
"BCWS","404",2007,2,28,-1.04,-3.02,2.17,-10.5,57.4,FALSE,FALSE,"SMALLWOOD",997
"BCWS","404",2007,12,31,-3.34,-5.28,-0.74,-10.1,71.6,FALSE,FALSE,"SMALLWOOD",997
"BCWS","404",2008,1,31,-5.23,-7.68,-2.16,-15.2,40.4,FALSE,FALSE,"SMALLWOOD",997
"BCWS","404",2008,2,29,-1.21,-4.03,2.88,-10.5,57.2,FALSE,FALSE,"SMALLWOOD",997
"BCWS","404",2008,12,31,-4.11,-6.01,-1.5,-11.5,65.6,FALSE,FALSE,"SMALLWOOD",997
"BCWS","404",2009,1,31,-4.59,-6.76,-1.78,-17.1,63.6,FALSE,FALSE,"SMALLWOOD",997
"BCWS","404",2009,2,28,-1.79,-4.85,2.82,-7.9,33.2,FALSE,FALSE,"SMALLWOOD",997
"BCWS","404",2009,12,31,-6.93,-9.4,-3.93,-20.4,11.6,FALSE,FALSE,"SMALLWOOD",997
"BCWS","404",2010,1,31,-1.31,-2.99,1.36,-10.5,108,FALSE,FALSE,"SMALLWOOD",997
"BCWS","404",2010,2,28,0.88,-1.37,4.9,-6.1,36.4,FALSE,FALSE,"SMALLWOOD",997
"BCWS","404",2010,12,31,-6.63,-8.87,-3.87,-18.6,52.4,FALSE,FALSE,"SMALLWOOD",997
"BCWS","404",2011,1,31,-3.49,-5.74,-0.28,-14.4,101.4,FALSE,FALSE,"SMALLWOOD",997
"BCWS","404",2011,2,28,-4.6,-8.09,-0.11,-19.6,39,FALSE,FALSE,"SMALLWOOD",997
"BCWS","404",2011,12,31,-2.95,-4.79,-0.15,-12.2,95,FALSE,FALSE,"SMALLWOOD",997
"BCWS","404",2012,1,31,-3.76,-6.43,-0.18,-14,65.4,FALSE,FALSE,"SMALLWOOD",997
"BCWS","404",2012,2,29,-1.94,-4.89,2.75,-13.5,62.2,FALSE,FALSE,"SMALLWOOD",997
"BCWS","404",2012,12,31,-3.05,-5.62,0.92,-10,58,FALSE,FALSE,"SMALLWOOD",997
"BCWS","404",2013,1,31,-4.28,-6.39,-0.96,-12.7,44.6,FALSE,FALSE,"SMALLWOOD",997
"BCWS","404",2013,2,28,-0.5,-3.18,4.05,-6.6,44,FALSE,FALSE,"SMALLWOOD",997
"BCWS","404",2013,12,31,-2.3,-3.85,-0.2,-9.9,35.2,FALSE,FALSE,"SMALLWOOD",997
"BCWS","404",2014,1,31,-2.58,-4.54,0.59,-11.1,65.6,FALSE,FALSE,"SMALLWOOD",997
"BCWS","404",2014,2,28,-5.27,-9.09,0.27,-18.6,55.2,FALSE,FALSE,"SMALLWOOD",997
"BCWS","404",2014,12,31,-5.27,-7.37,-1.98,-19.7,33,FALSE,FALSE,"SMALLWOOD",997
"BCWS","404",2015,1,31,-2.34,-4.3,0.61,-13.5,48,FALSE,FALSE,"SMALLWOOD",997
"BCWS","404",2015,2,28,1.31,-1.21,5.52,-5.5,84,FALSE,FALSE,"SMALLWOOD",997
"BCWS","404",2015,12,31,-2.71,-4.6,0.3,-16.4,82.2,FALSE,FALSE,"SMALLWOOD",997
"BCWS","404",2016,12,31,-2.92,-4.5,-0.75,-10.4,109.2,FALSE,FALSE,"SMALLWOOD",997
"ECCC","1141455",1999,1,31,0.37,-2,2.72,-11.4,72.2,FALSE,FALSE,"CASTLEGAR A",495.6
"ECCC","1141455",1999,2,28,1.19,-1.94,4.3,-7.1,103.6,FALSE,FALSE,"CASTLEGAR A",495.6
"ECCC","1141455",1999,12,31,-1.79,-4.1,0.55,-20.8,180.2,FALSE,FALSE,"CASTLEGAR A",495.6
"ECCC","1141455",2000,1,31,-1.94,-4.18,0.33,-11.6,84.5,FALSE,FALSE,"CASTLEGAR A",495.6
"ECCC","1141455",2000,2,28,0.45,-2.51,3.38,-10,65.6,FALSE,FALSE,"CASTLEGAR A",495.6
"ECCC","1141455",2000,12,31,-0.05,-1.74,1.64,-5.1,89.3,FALSE,FALSE,"CASTLEGAR A",495.6
"ECCC","1141455",2001,1,30,-0.92,-2.66,0.84,-6.1,16.9,FALSE,FALSE,"CASTLEGAR A",495.6
"ECCC","1141455",2001,2,28,-0.85,-4.33,2.65,-12.4,16.8,FALSE,FALSE,"CASTLEGAR A",495.6
"ECCC","1141455",2001,12,31,-3.05,-5.24,-0.83,-13.3,41.2,FALSE,FALSE,"CASTLEGAR A",495.6
"ECCC","1141455",2002,1,31,-1.16,-3.43,1.13,-10,55.5,FALSE,FALSE,"CASTLEGAR A",495.6
"ECCC","1141455",2002,2,28,-0.23,-3.96,3.51,-11.8,53.1,FALSE,FALSE,"CASTLEGAR A",495.6
"ECCC","1141455",2002,12,31,-1.42,-3.56,0.72,-10.3,116.6,FALSE,FALSE,"CASTLEGAR A",495.6
"ECCC","1141455",2003,1,31,0.24,-1.2,1.66,-4.3,109.2,FALSE,FALSE,"CASTLEGAR A",495.6
"ECCC","1141455",2003,2,28,0.45,-3.63,4.53,-11.2,28.2,FALSE,FALSE,"CASTLEGAR A",495.6
"ECCC","1141455",2003,12,31,1.2,-0.31,2.69,-7.4,138.4,FALSE,FALSE,"CASTLEGAR A",495.6
"ECCC","1141455",2004,1,31,-2.22,-4.14,-0.3,-20.7,82.8,FALSE,FALSE,"CASTLEGAR A",495.6
"ECCC","1141455",2004,2,28,0.22,-3.08,3.52,-8,39.5,FALSE,FALSE,"CASTLEGAR A",495.6
"ECCC","1141455",2004,12,31,-1.57,-3.58,0.47,-13.2,85.9,FALSE,FALSE,"CASTLEGAR A",495.6
"ECCC","1141455",2005,1,31,-2.88,-4.71,-1.04,-18,56.9,FALSE,FALSE,"CASTLEGAR A",495.6
"ECCC","1141455",2005,2,28,-0.25,-5.41,4.93,-10.9,8.4,FALSE,FALSE,"CASTLEGAR A",495.6
"ECCC","1141455",2005,12,31,0.38,-1.15,1.91,-7.4,104.8,FALSE,FALSE,"CASTLEGAR A",495.6
"ECCC","1141455",2006,1,31,1.38,-0.35,3.08,-5.4,168.3,FALSE,FALSE,"CASTLEGAR A",495.6
"ECCC","1141455",2006,2,28,-1.12,-5.24,2.99,-16.9,64.8,FALSE,FALSE,"CASTLEGAR A",495.6
"ECCC","1141455",2006,12,31,-3.21,-5.52,-0.91,-15.5,84.5,FALSE,FALSE,"CASTLEGAR A",495.6
"ECCC","1141455",2007,1,31,-3.75,-6.4,-1.06,-17.3,57.9,FALSE,FALSE,"CASTLEGAR A",495.6
"ECCC","1141455",2007,2,28,0.78,-1.68,3.21,-12.2,57.8,FALSE,FALSE,"CASTLEGAR A",495.6
"ECCC","1141455",2007,12,31,-2.2,-4.85,0.46,-14.2,97,FALSE,FALSE,"CASTLEGAR A",495.6
"ECCC","1141455",2008,1,31,-3.97,-6.83,-1.09,-17.1,92.6,FALSE,FALSE,"CASTLEGAR A",495.6
"ECCC","1141455",2008,2,28,0.45,-2.85,3.73,-7.8,27.1,FALSE,FALSE,"CASTLEGAR A",495.6
"ECCC","1141455",2008,12,31,-1.77,-3.88,0.34,-10.7,111.9,FALSE,FALSE,"CASTLEGAR A",495.6
"ECCC","1141455",2009,1,31,-2.5,-4.85,-0.13,-19.4,54.2,FALSE,FALSE,"CASTLEGAR A",495.6
"ECCC","1141455",2009,2,28,-0.66,-4.16,2.84,-9.7,33,FALSE,FALSE,"CASTLEGAR A",495.6
"ECCC","1141455",2009,12,31,-4.99,-7.42,-2.53,-21.5,96.8,FALSE,FALSE,"CASTLEGAR A",495.6
"ECCC","1141455",2010,1,31,0.55,-0.98,2.05,-10.5,68,FALSE,FALSE,"CASTLEGAR A",495.6
"ECCC","1141455",2010,2,28,3.38,-0.13,6.81,-6.2,33.3,FALSE,FALSE,"CASTLEGAR A",495.6
"ECCC","1141455",2010,12,31,-4.4,-6.77,-1.99,-16.3,73.1,FALSE,FALSE,"CASTLEGAR A",495.6
"ECCC","1141455",2011,1,31,-2.42,-4.93,0.08,-19.5,73,FALSE,FALSE,"CASTLEGAR A",495.6
"ECCC","1141455",2011,2,28,-2.51,-6.5,1.51,-19.7,36.8,FALSE,FALSE,"CASTLEGAR A",495.6
"ECCC","1141455",2011,12,31,-1.4,-3.6,0.8,-15.3,80.4,FALSE,FALSE,"CASTLEGAR A",495.6
"ECCC","1141455",2012,1,28,-2.96,-5.83,-0.05,-13.4,49.4,FALSE,FALSE,"CASTLEGAR A",495.6
"ECCC","1141455",2012,2,22,0,-2.91,2.91,-11.3,37.4,FALSE,FALSE,"CASTLEGAR A",495.6
"ECCC","1141455",2012,12,31,-1.88,-4.84,1.09,-12.3,42.7,FALSE,FALSE,"CASTLEGAR A",495.6
"ECCC","1141455",2013,1,31,-2.59,-5.03,-0.13,-12.9,38.2,FALSE,FALSE,"CASTLEGAR A",495.6
"ECCC","1141455",2013,2,28,1.35,-1.96,4.63,-7.2,25.7,FALSE,FALSE,"CASTLEGAR A",495.6
"ECCC","1141455",2013,12,31,0.05,-1.78,1.89,-8.8,110.4,FALSE,FALSE,"CASTLEGAR A",495.6
"ECCC","1141455",2014,1,31,-0.02,-2.35,2.31,-12.6,42.5,FALSE,FALSE,"CASTLEGAR A",495.6
"ECCC","1141455",2014,2,28,-3.86,-7.96,0.26,-21.5,47.2,FALSE,FALSE,"CASTLEGAR A",495.6
"ECCC","1141455",2014,12,31,-3.46,-5.29,-1.61,-17.7,42.4,FALSE,FALSE,"CASTLEGAR A",495.6
"ECCC","1141455",2015,1,31,-0.53,-2.61,1.54,-12.4,57.4,FALSE,FALSE,"CASTLEGAR A",495.6
"ECCC","1141455",2015,2,28,3.01,-1.09,7.06,-7.3,62.9,FALSE,FALSE,"CASTLEGAR A",495.6
"ECCC","1141455",2015,12,31,-0.77,-2.75,1.2,-14.1,95.3,FALSE,FALSE,"CASTLEGAR A",495.6
"ECCC","1141457",1999,1,31,0.8,-1.15,2.73,-7.5,59.4,FALSE,FALSE,"CASTLEGAR BCHPA DAM",435
"ECCC","1141457",1999,2,28,1.84,-1.04,4.68,-5,73.6,FALSE,FALSE,"CASTLEGAR BCHPA DAM",435
"ECCC","1141457",1999,12,29,-0.46,-2.72,1.45,-16,73.6,FALSE,FALSE,"CASTLEGAR BCHPA DAM",435
"ECCC","1141457",2004,1,31,-1.48,-3.45,0.48,-17,61.5,FALSE,FALSE,"CASTLEGAR BCHPA DAM",435
"ECCC","1141457",2004,12,31,-0.44,-2.29,1.42,-9.5,51.1,FALSE,FALSE,"CASTLEGAR BCHPA DAM",435
"ECCC","1141457",2005,1,31,-1.84,-3.55,-0.11,-14,82.4,FALSE,FALSE,"CASTLEGAR BCHPA DAM",435
"ECCC","1141457",2005,2,28,0.75,-3.05,4.55,-6.5,6.4,FALSE,FALSE,"CASTLEGAR BCHPA DAM",435
"ECCC","1141457",2005,12,31,1.11,-0.42,2.61,-3.5,130,FALSE,FALSE,"CASTLEGAR BCHPA DAM",435
"ECCC","1141457",2006,1,31,2.27,0.4,4.08,-2,100.3,FALSE,FALSE,"CASTLEGAR BCHPA DAM",435
"ECCC","1141457",2006,2,28,0.16,-3.16,3.48,-10.5,68.2,FALSE,FALSE,"CASTLEGAR BCHPA DAM",435
"ECCC","1141457",2006,12,31,-1.8,-3.84,0.27,-11,51.8,FALSE,FALSE,"CASTLEGAR BCHPA DAM",435
"ECCC","1141457",2007,1,30,-2.47,-4.27,-0.57,-13,54.3,FALSE,FALSE,"CASTLEGAR BCHPA DAM",435
"ECCC","1141457",2007,2,25,1.21,-1,3.48,-8,31,FALSE,FALSE,"CASTLEGAR BCHPA DAM",435
"ECCC","1141457",2007,12,30,-0.98,-2.75,0.9,-9.5,60.9,FALSE,FALSE,"CASTLEGAR BCHPA DAM",435
"ECCC","1141457",2008,1,31,-2.22,-4.69,0.26,-11,75.8,FALSE,FALSE,"CASTLEGAR BCHPA DAM",435
"ECCC","1141457",2008,2,28,1.58,-1.04,4.16,-5.5,25.5,FALSE,FALSE,"CASTLEGAR BCHPA DAM",435
"ECCC","1141457",2008,12,30,-0.82,-2.53,1.05,-6.5,50.5,FALSE,FALSE,"CASTLEGAR BCHPA DAM",435
"ECCC","1141457",2009,1,30,-1.59,-3.66,0.49,-12.5,60,FALSE,FALSE,"CASTLEGAR BCHPA DAM",435
"ECCC","1141457",2009,2,28,0.03,-2.86,2.93,-5.5,18.6,FALSE,FALSE,"CASTLEGAR BCHPA DAM",435
"ECCC","1141457",2009,12,31,-3.68,-6.1,-1.24,-16,116.5,FALSE,FALSE,"CASTLEGAR BCHPA DAM",435
"ECCC","1141457",2010,1,31,1.8,-0.12,3.67,-6.3,43.6,FALSE,FALSE,"CASTLEGAR BCHPA DAM",435
"ECCC","1141457",2010,2,27,4.04,1.24,6.83,-2.8,22.8,FALSE,FALSE,"CASTLEGAR BCHPA DAM",435
"ECCC","1141457",2010,12,31,-2.95,-5.15,-0.74,-12,47.2,FALSE,FALSE,"CASTLEGAR BCHPA DAM",435
"ECCC","1141457",2011,1,30,-1.15,-3.3,1.07,-11,67,FALSE,FALSE,"CASTLEGAR BCHPA DAM",435
"ECCC","1141457",2011,2,28,-0.98,-4.3,2.34,-14,32.4,FALSE,FALSE,"CASTLEGAR BCHPA DAM",435
"ECCC","1141457",2011,12,30,0.71,-1.33,2.67,-5.5,59.6,FALSE,FALSE,"CASTLEGAR BCHPA DAM",435
"ECCC","1141457",2012,1,30,-1.19,-3.67,1.45,-10,45.2,FALSE,FALSE,"CASTLEGAR BCHPA DAM",435
"ECCC","1141457",2012,2,26,0.86,-1.56,3.17,-8,32.8,FALSE,FALSE,"CASTLEGAR BCHPA DAM",435
"ECCC","1141457",2012,12,31,-0.26,-2.61,2.1,-7,35,FALSE,FALSE,"CASTLEGAR BCHPA DAM",435
"ECCC","1141457",2013,1,30,-1.11,-3.47,1.28,-8,43.8,FALSE,FALSE,"CASTLEGAR BCHPA DAM",435
"ECCC","1141457",2013,2,27,2.27,-0.76,5.25,-3,18.8,FALSE,FALSE,"CASTLEGAR BCHPA DAM",435
"ECCC","1141457",2013,12,30,1.19,-0.68,2.95,-5.5,94.4,FALSE,FALSE,"CASTLEGAR BCHPA DAM",435
"ECCC","1141457",2014,1,29,-0.37,-2.93,2.28,-10,27.2,FALSE,FALSE,"CASTLEGAR BCHPA DAM",435
"ECCC","1141457",2014,2,28,-2.99,-7.43,1.45,-15,26.2,FALSE,FALSE,"CASTLEGAR BCHPA DAM",435
"ECCC","1141457",2014,12,31,-2.66,-5.18,-0.13,-14,41.7,FALSE,FALSE,"CASTLEGAR BCHPA DAM",435
"ECCC","1141457",2015,1,29,0.75,-1.33,2.66,-8.5,52,FALSE,FALSE,"CASTLEGAR BCHPA DAM",435
"ECCC","1141457",2015,2,28,3.98,0.66,7.25,-3,30.6,FALSE,FALSE,"CASTLEGAR BCHPA DAM",435
"ECCC","1141457",2015,12,31,0.54,-1.47,2.52,-11,65,FALSE,FALSE,"CASTLEGAR BCHPA DAM",435
"ECCC","1141463",1999,2,28,1.76,-1.36,4.84,-5,111.9,FALSE,FALSE,"CASTLEGAR ROBSON PUMPHOUSE",435
"ECCC","1141463",2000,1,31,-1.44,-3.63,0.77,-10,79.1,FALSE,FALSE,"CASTLEGAR ROBSON PUMPHOUSE",435
"ECCC","1141463",2000,2,28,1.13,-1.75,3.98,-7.5,62,FALSE,FALSE,"CASTLEGAR ROBSON PUMPHOUSE",435
"ECCC","1141463",2000,12,31,0.92,-0.85,2.68,-3.5,99.3,FALSE,FALSE,"CASTLEGAR ROBSON PUMPHOUSE",435
"ECCC","1141463",2001,1,31,-0.13,-1.89,1.63,-4.5,34.9,FALSE,FALSE,"CASTLEGAR ROBSON PUMPHOUSE",435
"ECCC","1141463",2001,2,28,-0.04,-3.52,3.45,-9.5,15.8,FALSE,FALSE,"CASTLEGAR ROBSON PUMPHOUSE",435
"ECCC","1141463",2001,12,31,-1.89,-3.9,0.13,-12.5,60.4,FALSE,FALSE,"CASTLEGAR ROBSON PUMPHOUSE",435
"ECCC","1141463",2002,1,31,-0.7,-3,1.6,-7.5,64.8,FALSE,FALSE,"CASTLEGAR ROBSON PUMPHOUSE",435
"ECCC","1141463",2002,2,28,0.49,-2.84,3.8,-9.5,50.9,FALSE,FALSE,"CASTLEGAR ROBSON PUMPHOUSE",435
"ECCC","1141463",2002,12,31,-0.76,-2.5,1,-6.5,99.7,FALSE,FALSE,"CASTLEGAR ROBSON PUMPHOUSE",435
"ECCC","1141463",2003,1,31,0.85,-0.65,2.32,-3,81.6,FALSE,FALSE,"CASTLEGAR ROBSON PUMPHOUSE",435
"ECCC","1141463",2003,2,28,1.15,-2.59,4.89,-9,34.7,FALSE,FALSE,"CASTLEGAR ROBSON PUMPHOUSE",435
"ECCC","1141463",2003,12,31,1.79,0.42,3.13,-4,151.7,FALSE,FALSE,"CASTLEGAR ROBSON PUMPHOUSE",435
"ECCC","1142160",1999,1,31,0.42,-2.1,2.94,-10,82.6,FALSE,FALSE,"CRESTON",610.4
"ECCC","1142160",1999,2,28,1.36,-1.57,4.29,-6,122.2,FALSE,FALSE,"CRESTON",610.4
"ECCC","1142160",1999,12,31,-1.75,-4.42,0.94,-18,125.8,FALSE,FALSE,"CRESTON",610.4
"ECCC","1142160",2000,1,31,-1.31,-3.81,1.19,-10,102.5,FALSE,FALSE,"CRESTON",610.4
"ECCC","1142160",2000,2,28,0.5,-2.64,3.64,-8,56,FALSE,FALSE,"CRESTON",610.4
"ECCC","1142160",2000,12,31,0.48,-1.71,2.68,-6,66.4,FALSE,FALSE,"CRESTON",610.4
"ECCC","1142160",2001,1,31,-0.82,-3.06,1.42,-8,29,FALSE,FALSE,"CRESTON",610.4
"ECCC","1142160",2001,2,28,-1.12,-4.75,2.5,-12,23,FALSE,FALSE,"CRESTON",610.4
"ECCC","1142160",2001,12,31,-3.1,-5.23,-0.97,-14,43,FALSE,FALSE,"CRESTON",610.4
"ECCC","1142160",2002,1,31,-0.68,-3.39,2.03,-10,74.3,FALSE,FALSE,"CRESTON",610.4
"ECCC","1142160",2002,2,28,0.43,-3.32,4.18,-11,56,FALSE,FALSE,"CRESTON",610.4
"ECCC","1142160",2002,12,31,-1.58,-4,0.84,-12,103.7,FALSE,FALSE,"CRESTON",610.4
"ECCC","1142160",2003,1,31,0.41,-1.85,2.66,-10,65.4,FALSE,FALSE,"CRESTON",610.4
"ECCC","1142160",2003,2,28,0.73,-3.32,4.79,-12,21,FALSE,FALSE,"CRESTON",610.4
"ECCC","1142160",2003,12,31,1.3,-0.69,3.29,-5,131.9,FALSE,FALSE,"CRESTON",610.4
"ECCC","1142160",2004,1,31,-1.99,-4.5,0.5,-24,78.6,FALSE,FALSE,"CRESTON",610.4
"ECCC","1142160",2004,2,28,1.05,-2.48,4.57,-7,26.6,FALSE,FALSE,"CRESTON",610.4
"ECCC","1142160",2004,12,31,-1.9,-4.74,0.95,-11,81.1,FALSE,FALSE,"CRESTON",610.4
"ECCC","1142160",2005,1,31,-2.85,-5.34,-0.35,-17,46.6,FALSE,FALSE,"CRESTON",610.4
"ECCC","1142160",2005,2,28,1.06,-4.46,6.59,-9,7,FALSE,FALSE,"CRESTON",610.4
"ECCC","1142160",2005,12,31,0.97,-1.19,3.11,-6,58.8,FALSE,FALSE,"CRESTON",610.4
"ECCC","1142160",2006,1,31,1.81,-0.21,3.77,-4,140.2,FALSE,FALSE,"CRESTON",610.4
"ECCC","1142160",2006,2,28,-0.14,-4.36,4.07,-17.5,55.2,FALSE,FALSE,"CRESTON",610.4
"ECCC","1142160",2006,12,31,-3.28,-5.87,-0.69,-15,62.6,FALSE,FALSE,"CRESTON",610.4
"ECCC","1142160",2007,1,31,-3.07,-5.6,-0.55,-15,55.6,FALSE,FALSE,"CRESTON",610.4
"ECCC","1142160",2007,2,28,1.32,-1.57,4.18,-8,64.2,FALSE,FALSE,"CRESTON",610.4
"ECCC","1142160",2007,12,31,-1.56,-4.24,1.13,-11,63.9,FALSE,FALSE,"CRESTON",610.4
"ECCC","1142160",2008,1,31,-3.77,-6.74,-0.79,-17,122.6,FALSE,FALSE,"CRESTON",610.4
"ECCC","1142160",2008,2,28,0.64,-2.82,4.09,-7,34.8,FALSE,FALSE,"CRESTON",610.4
"ECCC","1142160",2008,12,31,-1.55,-4.45,1.37,-10,138.6,FALSE,FALSE,"CRESTON",610.4
"ECCC","1142160",2009,1,30,-2.87,-6.2,0.45,-15,54.3,FALSE,FALSE,"CRESTON",610.4
"ECCC","1142160",2009,2,28,-0.7,-4.14,2.77,-7.5,32.7,FALSE,FALSE,"CRESTON",610.4
"ECCC","1142160",2009,12,31,-4.59,-7.71,-1.45,-20,110.4,FALSE,FALSE,"CRESTON",610.4
"ECCC","1142160",2010,1,31,0.02,-2.58,2.61,-13,63.6,FALSE,FALSE,"CRESTON",610.4
"ECCC","1142160",2010,2,27,2.96,-0.85,6.76,-6,20.4,FALSE,FALSE,"CRESTON",610.4
"ECCC","1142160",2010,12,31,-4.11,-6.85,-1.35,-17,57.8,FALSE,FALSE,"CRESTON",610.4
"ECCC","1142160",2011,1,30,-1.37,-3.9,1.17,-15,88.8,FALSE,FALSE,"CRESTON",610.4
"ECCC","1142160",2011,2,28,-2.75,-5.93,0.43,-19,72.7,FALSE,FALSE,"CRESTON",610.4
"ECCC","1142160",2011,12,30,-1.62,-4.07,0.82,-12,70.4,FALSE,FALSE,"CRESTON",610.4
"ECCC","1142160",2012,1,31,-0.78,-4.06,2.52,-10,65.4,FALSE,FALSE,"CRESTON",610.4
"ECCC","1142160",2012,2,28,0.5,-2.75,3.75,-10,34.8,FALSE,FALSE,"CRESTON",610.4
"ECCC","1142160",2012,12,31,-0.57,-3.48,2.34,-10,45.8,FALSE,FALSE,"CRESTON",610.4
"ECCC","1142160",2013,1,31,-1.76,-4.21,0.69,-9,52,FALSE,FALSE,"CRESTON",610.4
"ECCC","1142160",2013,2,28,2.08,-1.25,5.39,-4,11,FALSE,FALSE,"CRESTON",610.4
"ECCC","1142160",2013,12,31,0.31,-1.5,2.1,-6,132.8,FALSE,FALSE,"CRESTON",610.4
"ECCC","1142160",2014,1,31,0.09,-2.27,2.47,-8,62,FALSE,FALSE,"CRESTON",610.4
"ECCC","1142160",2014,2,27,-3.03,-7,0.93,-20,71.6,FALSE,FALSE,"CRESTON",610.4
"ECCC","1142160",2014,12,31,-3.13,-5.68,-0.58,-19,29.8,FALSE,FALSE,"CRESTON",610.4
"ECCC","1142160",2015,1,31,-0.85,-3.05,1.33,-11,81.8,FALSE,FALSE,"CRESTON",610.4
"ECCC","1142160",2015,2,28,3.36,-0.57,7.29,-6,76.2,FALSE,FALSE,"CRESTON",610.4
"ECCC","1142160",2015,12,31,-0.31,-2.52,1.89,-14,81.2,FALSE,FALSE,"CRESTON",610.4
"ECCC","114B1F0",1999,1,31,0.37,-1.97,2.68,-10.8,0,FALSE,FALSE,"CRESTON CAMPBELL SCIENTIFIC",640.7
"ECCC","114B1F0",1999,2,28,1.34,-1.35,4,-5.5,72.2,FALSE,FALSE,"CRESTON CAMPBELL SCIENTIFIC",640.7
"ECCC","114B1F0",1999,12,31,-2.27,-4.84,0.29,-18.8,93.2,FALSE,FALSE,"CRESTON CAMPBELL SCIENTIFIC",640.7
"ECCC","114B1F0",2000,1,31,-1.5,-4.37,1.39,-9.1,0,FALSE,FALSE,"CRESTON CAMPBELL SCIENTIFIC",640.7
"ECCC","114B1F0",2000,2,28,0.63,-2.72,3.96,-7.5,43.6,FALSE,FALSE,"CRESTON CAMPBELL SCIENTIFIC",640.7
"ECCC","114B1F0",2000,12,31,0.08,-1.97,2.13,-5.6,50.2,FALSE,FALSE,"CRESTON CAMPBELL SCIENTIFIC",640.7
"ECCC","114B1F0",2001,1,31,-1.11,-3.55,1.36,-6.5,20.8,FALSE,FALSE,"CRESTON CAMPBELL SCIENTIFIC",640.7
"ECCC","114B1F0",2001,2,28,-1.52,-4.95,1.92,-11.4,10.6,FALSE,FALSE,"CRESTON CAMPBELL SCIENTIFIC",640.7
"ECCC","114B1F0",2001,12,31,-3.66,-5.86,-1.43,-13.2,0,FALSE,FALSE,"CRESTON CAMPBELL SCIENTIFIC",640.7
"ECCC","114B1F0",2002,1,31,-1.22,-3.9,1.48,-9.4,11.4,FALSE,FALSE,"CRESTON CAMPBELL SCIENTIFIC",640.7
"ECCC","114B1F0",2002,2,28,0,-3.56,3.52,-12.1,0,FALSE,FALSE,"CRESTON CAMPBELL SCIENTIFIC",640.7
